0.000000, 0.000000
0.101970, 0.000001
0.506803, 0.000035
0.010228, 0.000044
0.722688, 0.000068
0.927232, 0.000083
0.492542, 0.000095
0.976854, 0.000108
0.764321, 0.000113
0.987764, 0.000127
0.502026, 0.000134
0.991853, 0.000142
0.656944, 0.000157
0.311634, 0.000162
0.106959, 0.000202
0.510412, 0.000211
0.622765, 0.000213
0.565250, 0.000243
0.698141, 0.000248
0.847919, 0.000273
0.068099, 0.000283
0.160618, 0.000306
0.053841, 0.000316
0.129775, 0.000366
0.733584, 0.000377
0.551265, 0.000391
0.316488, 0.000394
0.306310, 0.000396
0.909933, 0.000399
0.073110, 0.000402
0.316092, 0.000423
0.063297, 0.000443
0.107946, 0.000455
0.964602, 0.000469
0.542378, 0.000478
0.368346, 0.000489
0.872548, 0.000505
0.316258, 0.000521
0.044215, 0.000544
0.300976, 0.000550
0.969647, 0.000569
0.671569, 0.000576
0.338081, 0.000590
0.471401, 0.000597
0.332858, 0.000599
0.914436, 0.000616
0.113890, 0.000626
0.437716, 0.000631
0.120292, 0.000640
0.558804, 0.000652
0.867157, 0.000676
0.470531, 0.000710
0.608580, 0.000720
0.338416, 0.000736
0.415959, 0.000745
0.500317, 0.000764
0.040566, 0.000765
0.918192, 0.000781
0.164366, 0.000784
0.088475, 0.000806
0.844296, 0.000830
0.836160, 0.000841
0.066645, 0.000855
0.613935, 0.000859
0.371762, 0.000874
0.522988, 0.000878
0.813676, 0.000902
0.390598, 0.000926
0.776647, 0.000930
0.423324, 0.000944
0.659152, 0.000949
0.242908, 0.000969
0.304939, 0.000976
0.079082, 0.001014
0.614832, 0.001016
0.221415, 0.001037
0.727527, 0.001060
0.575653, 0.001101
0.873028, 0.001101
0.935523, 0.001121
0.302932, 0.001145
0.302644, 0.001185
0.764969, 0.001186
0.087980, 0.001243
0.206562, 0.001256
0.573256, 0.001263
0.674145, 0.001290
0.551280, 0.001308
0.294654, 0.001323
0.423785, 0.001325
0.038097, 0.001328
0.658859, 0.001360
0.208434, 0.001364
0.377533, 0.001372
0.598645, 0.001374
0.876358, 0.001404
0.117824, 0.001408
0.637846, 0.001416
0.315086, 0.001421
0.136328, 0.001437
0.508839, 0.001453
0.513247, 0.001465
0.156033, 0.001487
0.584251, 0.001491
0.470976, 0.001493
0.825014, 0.001497
0.213919, 0.001547
0.756046, 0.001563
0.652756, 0.001564
0.090366, 0.001588
0.835130, 0.001596
0.298640, 0.001606
0.510072, 0.001616
0.125430, 0.001621
0.313127, 0.001651
0.396088, 0.001652
0.448903, 0.001671
0.697003, 0.001679
0.356645, 0.001690
0.968060, 0.001693
0.381095, 0.001731
0.222889, 0.001731
0.375343, 0.001739
0.581218, 0.001759
0.293699, 0.001761
0.063560, 0.001764
0.799392, 0.001780
0.204480, 0.001781
0.252416, 0.001787
0.504683, 0.001807
0.708619, 0.001830
0.911546, 0.001840
0.456268, 0.001841
0.753176, 0.001845
0.471912, 0.001858
0.863355, 0.001859
0.267421, 0.001862
0.065458, 0.001866
0.249633, 0.001880
0.208114, 0.001888
0.879350, 0.001896
0.554256, 0.001900
0.897090, 0.001903
0.254795, 0.001918
0.170823, 0.001919
0.454255, 0.001928
0.119524, 0.001936
0.394281, 0.001943
0.415151, 0.001964
0.056196, 0.001993
0.965960, 0.001994
0.440024, 0.001997
0.475700, 0.001999
0.522713, 0.002052
0.396530, 0.002060
0.709544, 0.002074
0.106014, 0.002077
0.382350, 0.002089
0.217203, 0.002098
0.543236, 0.002108
0.923034, 0.002118
0.264578, 0.002136
0.330896, 0.002161
0.628373, 0.002194
0.159476, 0.002255
0.228432, 0.002257
0.487106, 0.002262
0.033647, 0.002276
0.583976, 0.002276
0.104697, 0.002341
0.288936, 0.002342
0.285044, 0.002345
0.949739, 0.002368
