0.101970, 0.000001
0.010228, 0.000044
0.722688, 0.000068
0.927232, 0.000083
0.492542, 0.000095
0.976854, 0.000108
0.764321, 0.000113
0.991853, 0.000142
0.656944, 0.000157
0.106959, 0.000202
0.053841, 0.000316
0.733584, 0.000377
0.909933, 0.000399
0.107946, 0.000455
0.542378, 0.000478
0.368346, 0.000489
0.872548, 0.000505
0.300976, 0.000550
0.471401, 0.000597
0.914436, 0.000616
0.113890, 0.000626
0.120292, 0.000640
0.470531, 0.000710
0.608580, 0.000720
0.500317, 0.000764
0.040566, 0.000765
0.844296, 0.000830
0.613935, 0.000859
0.371762, 0.000874
0.522988, 0.000878
0.813676, 0.000902
0.659152, 0.000949
0.242908, 0.000969
0.079082, 0.001014
0.727527, 0.001060
0.873028, 0.001101
0.935523, 0.001121
0.302932, 0.001145
0.302644, 0.001185
0.764969, 0.001186
0.551280, 0.001308
0.294654, 0.001323
0.038097, 0.001328
0.208434, 0.001364
0.117824, 0.001408
0.637846, 0.001416
0.156033, 0.001487
0.584251, 0.001491
0.825014, 0.001497
0.652756, 0.001564
0.090366, 0.001588
0.510072, 0.001616
0.448903, 0.001671
0.968060, 0.001693
0.222889, 0.001731
0.375343, 0.001739
0.581218, 0.001759
0.063560, 0.001764
0.799392, 0.001780
0.252416, 0.001787
0.504683, 0.001807
0.456268, 0.001841
0.753176, 0.001845
0.267421, 0.001862
0.208114, 0.001888
0.897090, 0.001903
0.119524, 0.001936
0.394281, 0.001943
0.415151, 0.001964
0.056196, 0.001993
0.522713, 0.002052
0.106014, 0.002077
0.543236, 0.002108
0.923034, 0.002118
0.264578, 0.002136
0.628373, 0.002194
0.583976, 0.002276
0.104697, 0.002341
0.285044, 0.002345
0.949739, 0.002368
0.826096, 0.002378
0.514700, 0.002425
0.007667, 0.002455
0.306959, 0.002468
0.260604, 0.002536
0.559984, 0.002545
0.376396, 0.002548
0.452128, 0.002552
0.589868, 0.002561
0.187531, 0.002569
0.020678, 0.002585
0.140457, 0.002588
0.949876, 0.002631
0.618272, 0.002654
0.205546, 0.002720
0.922307, 0.002724
0.549361, 0.002725
0.457963, 0.002745
0.527977, 0.002753
0.568181, 0.002772
0.876879, 0.002822
0.666141, 0.002846
0.298586, 0.002851
0.469849, 0.002891
0.858159, 0.002946
0.562442, 0.002954
0.336630, 0.003033
0.572448, 0.003064
0.708895, 0.003124
0.893365, 0.003133
0.441889, 0.003167
0.482820, 0.003170
0.129371, 0.003187
0.704074, 0.003201
0.336843, 0.003224
0.327113, 0.003265
0.384240, 0.003361
0.874447, 0.003386
0.051451, 0.003388
0.233145, 0.003403
0.740742, 0.003406
0.168737, 0.003454
0.909579, 0.003466
0.408404, 0.003489
0.106725, 0.003502
0.224701, 0.003566
0.901844, 0.003604
0.412136, 0.003615
0.591856, 0.003651
0.190814, 0.003668
0.624943, 0.003708
0.676389, 0.003734
0.728095, 0.003759
0.767171, 0.003760
0.464203, 0.003792
0.976991, 0.003826
0.659326, 0.003857
0.890378, 0.003870
0.297161, 0.003886
0.217208, 0.003903
0.075233, 0.003916
0.219038, 0.003916
0.893110, 0.004166
0.141773, 0.004178
0.787785, 0.004181
0.843422, 0.004182
0.795542, 0.004211
0.623070, 0.004240
0.087472, 0.004250
0.009061, 0.004255
0.309731, 0.004260
0.694897, 0.004322
0.494752, 0.004367
0.893292, 0.004370
0.732618, 0.004380
0.000346, 0.004383
0.698079, 0.004415
0.295093, 0.004462
0.370947, 0.004481
0.081726, 0.004490
0.986708, 0.004534
0.745304, 0.004536
0.015353, 0.004537
0.693895, 0.004644
0.130463, 0.004655
0.958756, 0.004675
0.618719, 0.004702
0.919424, 0.004708
0.877672, 0.004711
0.192413, 0.004715
0.321871, 0.004797
0.410753, 0.004832
0.601085, 0.004833
0.729130, 0.004842
0.319261, 0.004860
0.100226, 0.004898
0.101994, 0.004963
0.792458, 0.005010
0.829386, 0.005022
0.529047, 0.005025
0.793557, 0.005044
0.039260, 0.005059
0.505524, 0.005060
0.480556, 0.005091
0.784308, 0.005091
0.137598, 0.005177
0.032453, 0.005185
0.044828, 0.005190
0.521189, 0.005263
0.949066, 0.005272
0.039767, 0.005272
0.187002, 0.005383
0.896051, 0.005386
0.080363, 0.005399
0.399583, 0.005464
0.940164, 0.005498
0.743852, 0.005540
0.099134, 0.005545
0.626943, 0.005549
0.353608, 0.005569
0.935242, 0.005618
0.284348, 0.005637
0.626000, 0.005663
0.825053, 0.005695
0.944202, 0.005696
0.623906, 0.005748
0.102168, 0.005764
0.403216, 0.005956
0.391190, 0.005971
0.747799, 0.006037
0.990446, 0.006061
0.844852, 0.006088
0.197720, 0.006091
0.804937, 0.006100
0.175624, 0.006104
0.123813, 0.006150
0.581654, 0.006158
0.792379, 0.006171
0.671211, 0.006197
0.974744, 0.006231
0.775465, 0.006240
0.620278, 0.006251
0.929973, 0.006265
0.812418, 0.006267
0.994767, 0.006284
0.436281, 0.006303
0.469618, 0.006325
0.856984, 0.006337
0.644256, 0.006358
0.876100, 0.006398
0.765823, 0.006399
0.334269, 0.006424
0.214695, 0.006438
0.843539, 0.006451
0.517093, 0.006463
0.225044, 0.006477
0.133073, 0.006495
0.695413, 0.006504
0.156955, 0.006517
0.545301, 0.006523
0.424908, 0.006523
0.882417, 0.006531
0.806177, 0.006627
0.164922, 0.006627
0.722075, 0.006648
0.531361, 0.006655
0.952705, 0.006660
0.874808, 0.006689
0.803871, 0.006708
0.911823, 0.006735
0.205318, 0.006807
0.068992, 0.006814
0.853867, 0.006829
0.674979, 0.006839
0.179138, 0.006843
0.357882, 0.006857
0.920279, 0.006882
0.934591, 0.006891
0.608392, 0.006946
0.456857, 0.006971
0.514379, 0.006996
0.190253, 0.006998
0.499543, 0.007007
0.931544, 0.007060
0.018311, 0.007075
0.815713, 0.007086
0.823943, 0.007093
0.070113, 0.007106
0.436453, 0.007121
0.682948, 0.007141
0.018197, 0.007287
0.003184, 0.007339
0.003993, 0.007342
0.473227, 0.007351
0.698701, 0.007361
0.341226, 0.007364
0.269025, 0.007365
0.696351, 0.007370
0.618912, 0.007379
0.102838, 0.007383
0.319318, 0.007434
0.302744, 0.007440
0.413039, 0.007456
0.294359, 0.007502
0.008700, 0.007512
0.563977, 0.007526
